Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent ()
3156,350.05,3.32,20.97,-8031.01,33193.0,3761.0
3157,365.93,3.43,-19.18,8138.94,33300.0,61558.0
3158,350.73,3.33,21.51,-8251.17,33219.0,3288.0
3159,365.51,3.44,-19.74,8331.72,33332.0,62524.0
3160,342.52,3.34,21.92,-8594.12,33378.0,3880.0
3161,350.28,3.45,-21.05,8530.1,33654.0,62496.0
3162,328.63,3.34,21.6,-8752.43,33711.0,4364.0
3163,330.2,3.45,-22.17,8567.74,33991.0,63226.0
3164,314.21,3.34,20.67,-8665.84,34052.0,4019.0
3165,316.41,3.44,-22.66,8503.07,34348.0,62672.0
3166,311.21,3.33,19.86,-8380.48,34406.0,65015.0
3167,325.39,3.43,-22.04,8465.54,34366.0,62178.0
3168,320.49,3.32,20.28,-8343.14,34079.0,2277.0
3169,343.37,3.42,-21.43,8597.86,34051.0,61356.0
3170,341.37,3.31,21.56,-8423.5,33778.0,2859.0
3171,358.52,3.42,-20.56,8550.78,33758.0,61073.0
3172,350.22,3.32,22.19,-8511.08,33490.0,2848.0
3173,366.11,3.43,-20.36,8606.81,33432.0,61381.0
3174,349.25,3.33,22.67,-8740.28,33222.0,2542.0
3175,353.9,3.44,-21.03,8606.44,33274.0,132.0
3176,334.34,3.34,22.0,-8787.32,33426.0,4276.0
3177,335.51,3.45,-21.93,8590.7,33723.0,63233.0
3178,312.61,3.34,21.02,-8829.43,33829.0,4111.0
3179,313.14,3.44,-23.13,8629.97,34120.0,62961.0
3180,304.42,3.33,20.02,-8573.27,34213.0,4340.0
3181,309.09,3.43,-22.84,8466.4,34436.0,62972.0
3182,319.55,3.31,19.49,-8028.6,34246.0,3003.0
3183,337.52,3.41,-20.65,8193.09,34109.0,61700.0
3184,340.0,3.31,20.31,-7936.98,33775.0,2566.0
3185,362.35,3.41,-19.37,8180.85,33661.0,61206.0
3186,360.22,3.31,21.53,-8029.79,33331.0,2474.0
3187,378.88,3.42,-18.62,8187.66,33227.0,62649.0
3188,358.22,3.33,22.32,-8414.62,33092.0,2896.0
3189,369.63,3.44,-19.75,8419.56,33269.0,63893.0
3190,343.93,3.34,22.35,-8735.92,33359.0,4211.0
3191,338.73,3.45,-21.33,8408.5,33698.0,63011.0
3192,314.77,3.34,20.71,-8674.39,33792.0,4440.0
3193,308.06,3.45,-22.66,8333.02,34141.0,63460.0
3194,294.24,3.33,19.0,-8382.82,34240.0,4012.0
3195,298.3,3.43,-22.91,8274.15,34490.0,63104.0
3196,308.68,3.31,18.46,-7837.41,34261.0,3037.0
3197,325.55,3.41,-20.73,7990.24,34087.0,61247.0
3198,334.1,3.3,19.22,-7612.08,33778.0,2335.0
3199,360.81,3.4,-18.84,7954.13,33625.0,61536.0
3200,361.39,3.3,20.93,-7754.19,33299.0,2472.0
3201,383.12,3.41,-17.84,7979.5,33146.0,64972.0
3202,365.54,3.32,22.06,-8152.8,33031.0,3220.0
3203,377.02,3.43,-18.71,8161.96,33217.0,63738.0
3204,353.66,3.34,22.1,-8442.11,33324.0,4117.0
3205,349.6,3.45,-20.11,8139.88,33617.0,62770.0
3206,323.06,3.35,20.59,-8469.71,33701.0,4244.0
3207,314.33,3.45,-21.76,8089.22,33989.0,63143.0
3208,296.96,3.34,18.69,-8219.02,34064.0,4203.0
3209,293.75,3.43,-22.4,7967.77,34348.0,63069.0
3210,298.99,3.32,17.43,-7638.96,34341.0,859.0
3211,311.89,3.41,-20.76,7722.76,34222.0,61303.0
3212,318.37,3.31,17.85,-7385.69,33907.0,2107.0
3213,349.34,3.4,-19.07,7826.61,33832.0,61457.0
3214,353.2,3.3,20.06,-7558.69,33530.0,2828.0
3215,375.68,3.4,-17.74,7807.82,33466.0,61624.0
3216,366.84,3.31,21.3,-7807.27,33163.0,2449.0
3217,383.81,3.42,-17.73,7933.56,33118.0,1530.0
3218,358.94,3.33,21.94,-8253.6,33194.0,3987.0
3219,366.67,3.44,-19.33,8188.75,33532.0,63220.0
3220,336.01,3.34,21.61,-8608.62,33610.0,4973.0
3221,324.71,3.45,-21.43,8166.61,33967.0,63144.0
3222,301.46,3.34,19.4,-8417.25,34104.0,3912.0
3223,293.39,3.44,-22.69,8061.83,34394.0,63262.0
3224,291.31,3.33,17.62,-7876.69,34398.0,840.0
3225,299.6,3.41,-21.76,7866.19,34236.0,61270.0
3226,306.18,3.31,17.57,-7516.87,33928.0,2722.0
3227,336.38,3.39,-20.01,7945.21,33803.0,61690.0
3228,344.37,3.29,19.71,-7585.29,33483.0,1932.0
3229,371.68,3.39,-18.21,7934.29,33354.0,61381.0
3230,365.65,3.3,21.46,-7872.81,33018.0,2163.0
3231,375.9,3.41,-17.91,7863.27,32997.0,65404.0
3232,367.46,3.32,21.41,-7852.99,33135.0,4263.0
3233,375.76,3.43,-17.85,7804.94,33453.0,62876.0
3234,343.75,3.34,21.17,-8266.71,33553.0,4218.0
3235,337.37,3.44,-20.16,7927.46,33880.0,63125.0
3236,312.1,3.34,19.47,-8231.21,33987.0,4136.0
3237,302.42,3.44,-21.68,7842.82,34328.0,63127.0
3238,292.14,3.33,17.53,-7831.52,34396.0,63034.0
3239,298.16,3.42,-21.63,7776.53,34267.0,61533.0
3240,298.22,3.31,17.26,-7559.16,33922.0,2942.0
3241,325.16,3.4,-20.54,7925.5,33833.0,61224.0
3242,333.84,3.29,19.09,-7546.52,33500.0,2108.0
3243,359.98,3.39,-18.64,7878.34,33423.0,60985.0
3244,358.11,3.3,20.75,-7729.29,33093.0,2023.0
3245,381.72,3.4,-17.9,7993.98,32977.0,1430.0
3246,363.66,3.31,22.07,-8176.14,33019.0,3819.0
3247,380.47,3.42,-18.81,8291.71,33199.0,62361.0
3248,355.13,3.33,22.65,-8610.45,33206.0,4390.0
3249,356.6,3.44,-20.4,8413.32,33371.0,62635.0
3250,329.47,3.34,21.66,-8751.89,33368.0,3804.0
3251,326.53,3.45,-22.1,8476.37,33534.0,62239.0
3252,308.2,3.34,20.29,-8621.86,33516.0,3533.0
3253,307.49,3.44,-22.82,8404.72,33675.0,62984.0
3254,301.38,3.32,19.2,-8298.58,33645.0,3979.0
3255,312.41,3.42,-22.29,8327.02,33806.0,62226.0
3256,316.34,3.31,19.34,-8025.48,33759.0,3783.0
3257,334.59,3.4,-20.78,8197.06,33915.0,62202.0
3258,336.5,3.3,20.2,-7950.86,33872.0,3812.0
3259,355.37,3.4,-19.55,8126.21,34039.0,62913.0
3260,350.9,3.3,21.08,-8020.04,33998.0,64780.0
3261,372.78,3.41,-19.02,8246.79,33865.0,61827.0
3262,355.75,3.31,22.21,-8397.17,33507.0,2357.0
3263,372.81,3.42,-19.77,8516.32,33397.0,61355.0
3264,350.86,3.33,22.81,-8757.69,33107.0,2181.0
3265,346.07,3.44,-20.98,8434.0,33253.0,62109.0
3266,327.34,3.34,21.19,-8598.97,33367.0,4103.0
3267,317.7,3.44,-21.81,8194.4,33709.0,63058.0
3268,296.17,3.33,19.17,-8406.95,33797.0,4286.0
3269,293.87,3.43,-22.87,8169.25,34166.0,63217.0
3270,290.26,3.31,17.98,-8012.75,34275.0,62855.0
3271,302.03,3.4,-22.09,8068.35,34163.0,61379.0
3272,309.17,3.29,18.25,-7704.69,33919.0,2005.0
3273,343.7,3.38,-20.27,8212.84,33840.0,61304.0
3274,348.68,3.28,20.8,-7910.52,33587.0,2375.0
3275,371.46,3.39,-18.76,8158.05,33505.0,61349.0
3276,367.28,3.29,22.03,-8053.91,33236.0,2748.0
3277,387.94,3.4,-18.24,8246.71,33150.0,61036.0
3278,367.67,3.31,23.0,-8469.78,32898.0,2717.0
3279,361.43,3.43,-19.35,8114.98,33096.0,62491.0
3280,347.78,3.33,21.22,-8194.37,33322.0,4021.0
3281,332.97,3.44,-19.75,7685.81,33714.0,63330.0
3282,302.98,3.34,18.68,-8088.04,33885.0,4331.0
3283,291.48,3.43,-21.76,7671.33,34278.0,62985.0
3284,286.55,3.32,16.6,-7552.4,34315.0,217.0
3285,287.88,3.41,-21.17,7413.06,34184.0,61949.0
3286,297.07,3.3,15.9,-7017.71,33859.0,2135.0
3287,328.05,3.38,-19.19,7478.32,33778.0,61247.0
3288,337.77,3.28,18.2,-7091.99,33465.0,2594.0
3289,364.56,3.37,-17.26,7445.66,33394.0,60753.0
3290,365.42,3.29,19.97,-7255.93,33084.0,2497.0
3291,390.95,3.39,-16.31,7566.89,33023.0,61212.0
3292,371.33,3.31,21.53,-7796.25,32851.0,2952.0
3293,380.84,3.41,-17.45,7771.26,33069.0,63079.0
3294,358.45,3.33,21.4,-8044.5,33220.0,3819.0
3295,352.09,3.43,-18.82,7703.26,33507.0,63095.0
3296,322.43,3.34,19.7,-8108.35,33635.0,4087.0
3297,310.27,3.44,-20.85,7668.33,33921.0,62844.0
3298,289.82,3.33,17.5,-7868.83,34035.0,4630.0
3299,283.78,3.42,-21.85,7572.91,34321.0,62776.0
3300,290.96,3.31,16.02,-7210.66,34193.0,2407.0
3301,302.94,3.39,-20.04,7290.04,34081.0,61386.0
3302,316.3,3.29,16.41,-6822.53,33802.0,2171.0
3303,344.17,3.37,-17.7,7215.94,33717.0,60930.0
3304,352.54,3.29,18.38,-6871.6,33421.0,2384.0
3305,377.45,3.38,-15.98,7185.97,33331.0,61545.0
3306,370.17,3.3,19.95,-7171.7,33022.0,1886.0
3307,385.94,3.4,-15.91,7287.61,32960.0,1755.0
3308,363.39,3.32,20.53,-7579.7,33098.0,3595.0
3309,372.56,3.42,-17.37,7557.77,33440.0,63079.0
3310,337.85,3.33,20.42,-8078.16,33551.0,4246.0
3311,326.89,3.44,-19.97,7654.62,33901.0,63350.0
3312,299.63,3.34,18.3,-8000.1,34017.0,4150.0
3313,288.0,3.43,-21.7,7584.59,34364.0,63327.0
3314,286.24,3.32,16.23,-7402.91,34269.0,2546.0
3315,291.09,3.4,-20.79,7337.72,34170.0,61462.0
3316,301.38,3.3,15.9,-6924.15,33854.0,2122.0
3317,326.82,3.38,-18.72,7274.06,33798.0,61797.0
3318,336.91,3.28,17.65,-6885.02,33487.0,2124.0
3319,365.33,3.37,-16.78,7276.81,33391.0,61053.0
3320,362.41,3.29,19.61,-7167.45,33140.0,2039.0
3321,386.52,3.38,-16.23,7453.65,33041.0,61131.0
3322,370.37,3.3,21.04,-7614.33,32826.0,2736.0
3323,370.29,3.41,-17.03,7402.16,33030.0,62530.0
3324,355.8,3.32,19.98,-7521.6,33206.0,4220.0
3325,349.16,3.42,-17.63,7189.12,33537.0,63244.0
3326,318.18,3.33,18.32,-7632.45,33669.0,4199.0
3327,306.39,3.43,-19.85,7213.44,33998.0,63786.0
3328,287.28,3.33,16.22,-7397.15,34121.0,2459.0
3329,285.76,3.41,-20.76,7204.46,34271.0,61844.0
3330,289.69,3.3,15.26,-6918.2,34054.0,2828.0
3331,308.68,3.38,-19.33,7145.54,33940.0,61740.0
3332,320.64,3.28,16.39,-6713.15,33628.0,2420.0
3333,347.84,3.37,-17.17,7093.26,33540.0,61344.0
3334,354.14,3.28,18.3,-6795.44,33232.0,2230.0
3335,380.77,3.37,-15.68,7144.99,33154.0,61793.0
3336,370.09,3.29,20.04,-7201.71,32849.0,1907.0
3337,379.68,3.39,-15.97,7193.01,32935.0,62773.0
3338,365.08,3.31,20.0,-7325.36,33037.0,3715.0
3339,364.4,3.41,-16.63,7111.88,33383.0,62990.0
3340,334.75,3.33,18.93,-7538.76,33473.0,4054.0
3341,326.02,3.43,-18.76,7174.88,33825.0,62614.0
3342,298.61,3.33,17.11,-7535.48,33923.0,3849.0
3343,288.14,3.42,-20.56,7154.98,34276.0,63118.0
3344,290.32,3.31,15.21,-6905.7,34148.0,2390.0
3345,297.12,3.39,-19.32,6889.49,34009.0,61048.0
3346,307.04,3.29,15.13,-6497.84,33726.0,2489.0
3347,332.48,3.37,-17.36,6855.3,33611.0,61450.0
3348,341.56,3.28,16.92,-6500.09,33317.0,2101.0
3349,370.13,3.37,-15.58,6902.41,33198.0,61194.0
3350,366.09,3.29,18.93,-6827.43,32886.0,1886.0
3351,375.88,3.38,-15.21,6834.05,32878.0,65411.0
3352,366.08,3.31,18.96,-6878.01,33020.0,3593.0
3353,375.01,3.4,-15.43,6866.97,33333.0,63586.0
3354,345.31,3.33,18.91,-7306.63,33424.0,3708.0
3355,340.66,3.42,-17.63,7024.52,33727.0,63257.0
3356,313.21,3.33,17.5,-7397.27,33809.0,4237.0
3357,302.21,3.42,-19.49,7002.35,34110.0,63230.0
3358,290.99,3.32,15.52,-7031.9,34176.0,63633.0
3359,295.76,3.4,-19.64,6972.15,34099.0,61825.0
3360,295.82,3.3,15.22,-6774.64,33804.0,2200.0
3361,319.43,3.38,-18.65,7094.59,33756.0,61348.0
3362,326.5,3.28,16.82,-6766.57,33473.0,1920.0
3363,353.81,3.37,-17.01,7144.49,33434.0,61142.0
3364,353.52,3.28,18.71,-6980.15,33155.0,2375.0
3365,377.01,3.38,-16.19,7262.8,33128.0,61727.0
3366,365.42,3.3,20.12,-7332.74,32855.0,2177.0
3367,374.67,3.4,-16.54,7316.65,32960.0,65487.0
3368,356.36,3.31,20.04,-7517.54,33112.0,4474.0
3369,357.31,3.41,-17.54,7336.19,33394.0,63391.0
3370,329.18,3.33,19.14,-7723.41,33505.0,4293.0
3371,322.62,3.42,-19.48,7400.8,33781.0,63057.0
3372,300.06,3.32,17.52,-7657.16,33881.0,4195.0
3373,294.4,3.41,-20.76,7368.64,34156.0,63135.0
3374,294.58,3.31,16.08,-7157.34,34116.0,65050.0
3375,306.15,3.39,-19.7,7227.88,33986.0,61710.0
3376,311.83,3.29,16.43,-6917.24,33687.0,2054.0
3377,339.16,3.37,-18.15,7299.51,33593.0,61182.0
3378,344.49,3.28,18.35,-7011.3,33286.0,2845.0
3379,369.91,3.37,-16.71,7336.12,33186.0,61257.0
3380,363.39,3.29,19.97,-7299.45,32862.0,2365.0
3381,375.52,3.39,-16.53,7342.34,32885.0,565.0
3382,360.59,3.31,20.18,-7475.48,33017.0,3929.0
3383,367.32,3.41,-17.19,7408.25,33351.0,62582.0
3384,336.82,3.32,19.85,-7846.47,33452.0,4020.0
3385,332.04,3.42,-19.38,7552.37,33794.0,62951.0
3386,305.68,3.32,18.38,-7885.57,33902.0,4228.0
3387,297.98,3.42,-21.05,7547.77,34224.0,63264.0
3388,293.96,3.31,16.69,-7417.81,34146.0,1815.0
3389,300.48,3.39,-20.4,7381.36,34051.0,61469.0
3390,306.21,3.29,16.51,-7062.64,33712.0,2765.0
3391,328.88,3.37,-18.81,7350.98,33578.0,61271.0
3392,335.62,3.28,17.95,-7028.14,33306.0,2335.0
3393,362.13,3.37,-17.19,7378.75,33195.0,61302.0
3394,358.35,3.28,19.7,-7282.39,32922.0,2609.0
3395,377.67,3.38,-16.71,7471.72,32840.0,1940.0
3396,357.49,3.3,20.65,-7708.12,32949.0,3211.0
3397,374.39,3.4,-17.89,7839.69,33206.0,62778.0
3398,346.44,3.31,21.31,-8219.89,33273.0,4205.0
3399,345.27,3.42,-19.79,7983.57,33518.0,63534.0
3400,320.25,3.32,20.12,-8286.04,33574.0,3613.0
3401,313.49,3.42,-21.31,7949.55,33821.0,62665.0
3402,297.62,3.31,18.44,-8053.84,33860.0,4095.0
3403,299.01,3.41,-21.83,7897.18,34104.0,62645.0
3404,302.57,3.3,17.66,-7607.67,34066.0,65246.0
3405,316.77,3.39,-20.38,7715.07,33946.0,61836.0
3406,319.02,3.28,18.2,-7466.18,33635.0,2447.0
3407,348.51,3.38,-19.14,7873.84,33558.0,61288.0
3408,349.32,3.28,20.23,-7666.12,33255.0,2907.0
3409,371.77,3.38,-18.1,7912.7,33190.0,61650.0
3410,361.71,3.29,21.47,-7932.92,32889.0,2524.0
3411,371.34,3.4,-18.2,7910.94,32893.0,65400.0
3412,354.13,3.31,21.36,-8073.26,33009.0,3928.0
3413,359.33,3.41,-19.01,7963.66,33366.0,62961.0
3414,328.79,3.32,20.81,-8384.36,33464.0,4470.0
3415,321.53,3.42,-21.11,8031.07,33826.0,63047.0
3416,298.88,3.32,19.04,-8272.86,34006.0,3673.0
3417,296.0,3.41,-22.32,8024.84,34244.0,63561.0
3418,297.14,3.3,17.8,-7778.84,34096.0,2522.0
3419,306.31,3.39,-21.09,7784.2,33981.0,61867.0
3420,314.35,3.28,17.83,-7412.52,33712.0,2234.0
3421,338.39,3.37,-19.23,7715.07,33615.0,61667.0
3422,342.47,3.28,19.34,-7441.07,33334.0,1964.0
3423,368.07,3.37,-17.86,7759.61,33233.0,61219.0
3424,361.25,3.28,20.93,-7717.35,32934.0,2470.0
3425,379.35,3.39,-17.65,7869.96,32849.0,2067.0
3426,357.28,3.3,21.7,-8134.8,32925.0,3180.0
3427,369.76,3.41,-18.98,8167.47,33188.0,63184.0
3428,341.03,3.31,21.86,-8552.4,33234.0,3774.0
3429,337.02,3.42,-20.9,8253.58,33487.0,62768.0
3430,311.51,3.32,20.37,-8554.76,33531.0,4330.0
3431,306.9,3.42,-22.41,8258.84,33801.0,62943.0
3432,294.55,3.31,18.89,-8281.69,33851.0,4058.0
3433,296.88,3.4,-22.52,8139.5,34133.0,62713.0
3434,303.98,3.29,18.18,-7772.3,34018.0,2276.0
3435,321.62,3.38,-20.69,7943.18,33936.0,61674.0
3436,329.46,3.28,19.03,-7579.42,33633.0,2217.0
3437,354.35,3.37,-18.87,7886.96,33581.0,61255.0
3438,353.01,3.28,20.57,-7725.25,33285.0,2698.0
3439,375.96,3.38,-18.06,7978.74,33242.0,61084.0
3440,364.55,3.29,21.84,-8026.47,32945.0,1767.0
3441,376.22,3.4,-18.3,8041.55,32902.0,1657.0
3442,351.85,3.31,21.91,-8346.0,33077.0,3382.0
3443,355.8,3.42,-19.82,8205.83,33377.0,63361.0
3444,322.94,3.32,21.21,-8664.8,33501.0,4139.0
3445,315.21,3.43,-22.11,8298.03,33795.0,63369.0
3446,293.56,3.32,19.38,-8509.76,33906.0,4238.0
3447,289.54,3.41,-23.17,8235.62,34199.0,63019.0
3448,292.5,3.3,18.01,-7944.85,34105.0,1848.0
3449,305.68,3.39,-21.72,8028.56,33970.0,62487.0
3450,317.18,3.28,18.42,-7581.46,33651.0,2304.0
3451,344.21,3.37,-19.48,7937.9,33538.0,61041.0
3452,347.17,3.27,20.21,-7684.03,33206.0,2326.0
3453,378.44,3.37,-18.21,8107.36,33089.0,60947.0
3454,368.95,3.28,22.32,-8115.02,32742.0,1921.0
3455,371.8,3.39,-18.25,7948.91,32821.0,62362.0
3456,365.15,3.3,21.49,-7899.39,32943.0,3972.0
3457,366.11,3.41,-18.0,7703.72,33278.0,62737.0
3458,334.51,3.32,20.51,-8155.65,33376.0,3973.0
3459,328.61,3.42,-20.26,7832.42,33720.0,62790.0
3460,302.35,3.32,18.9,-8154.9,33825.0,3823.0
3461,291.95,3.42,-21.88,7757.83,34184.0,63162.0
3462,289.01,3.31,16.91,-7597.79,34154.0,361.0
3463,297.9,3.39,-21.08,7606.43,34046.0,62185.0
3464,305.8,3.29,16.96,-7237.79,33696.0,2542.0
3465,329.93,3.37,-19.23,7550.83,33555.0,60894.0
3466,340.4,3.27,18.52,-7149.13,33272.0,2086.0
3467,368.26,3.37,-17.22,7521.12,33140.0,60900.0
3468,361.48,3.28,20.38,-7484.45,32839.0,2648.0
3469,378.64,3.38,-17.04,7623.98,32787.0,2793.0
3470,361.81,3.3,21.08,-7790.17,32963.0,4236.0
3471,374.82,3.4,-17.87,7839.45,33275.0,63273.0
3472,343.8,3.31,21.33,-8280.99,33390.0,4007.0
3473,340.02,3.42,-20.08,7992.01,33695.0,63129.0
3474,312.24,3.32,19.88,-8346.82,33800.0,4023.0
3475,303.65,3.42,-21.85,7976.19,34102.0,63528.0
3476,290.41,3.31,18.03,-8022.37,34175.0,63669.0
3477,297.08,3.4,-22.08,7975.43,34091.0,61382.0
3478,294.71,3.29,17.79,-7801.91,33811.0,2374.0
3479,320.58,3.38,-21.22,8141.41,33759.0,60976.0
3480,325.08,3.27,19.49,-7839.23,33489.0,2346.0
3481,350.48,3.37,-19.71,8152.28,33448.0,61823.0
3482,351.87,3.27,21.06,-7927.3,33182.0,2234.0
3483,373.95,3.38,-18.58,8158.28,33152.0,61916.0
3484,361.51,3.28,22.21,-8221.31,32890.0,2896.0
3485,378.94,3.39,-18.9,8347.85,32871.0,64035.0
3486,353.37,3.3,22.84,-8670.2,32888.0,3364.0
3487,360.31,3.41,-20.51,8580.56,33176.0,62444.0
3488,330.73,3.31,22.39,-8967.18,33208.0,4164.0
3489,325.8,3.42,-22.44,8644.72,33506.0,63287.0
3490,302.6,3.31,20.78,-8884.46,33596.0,4103.0
3491,299.58,3.42,-23.64,8616.31,33834.0,63501.0
3492,291.47,3.3,19.44,-8542.11,33910.0,3869.0
3493,298.3,3.39,-23.27,8484.23,34147.0,63080.0
3494,315.66,3.28,19.15,-7904.19,33944.0,3193.0
3495,333.05,3.37,-20.37,8060.5,33719.0,61396.0
3496,342.84,3.27,19.93,-7661.07,33338.0,2159.0
3497,370.99,3.37,-18.37,8024.72,33146.0,61452.0
3498,366.92,3.28,21.75,-7922.5,32749.0,2538.0
3499,371.36,3.39,-17.86,7793.87,32795.0,62760.0
3500,367.09,3.3,21.11,-7700.62,32917.0,3635.0
3501,370.54,3.41,-17.39,7558.52,33219.0,63029.0
3502,340.88,3.32,20.4,-7977.88,33294.0,4373.0
3503,334.92,3.42,-19.49,7654.85,33588.0,63501.0
3504,308.54,3.32,18.78,-7987.63,33669.0,3980.0
3505,299.15,3.42,-21.16,7612.08,33977.0,63473.0
3506,286.21,3.31,16.91,-7659.32,34062.0,2156.0
3507,290.61,3.4,-21.39,7578.19,34155.0,62157.0
3508,295.87,3.29,16.5,-7259.03,33919.0,2677.0
3509,319.93,3.37,-19.8,7575.19,33858.0,61232.0
3510,327.26,3.27,18.08,-7230.59,33557.0,2742.0
3511,354.33,3.36,-18.07,7591.11,33509.0,61393.0
3512,355.36,3.27,19.88,-7389.85,33215.0,2473.0
3513,379.88,3.37,-17.07,7681.48,33177.0,60991.0
3514,364.98,3.29,21.34,-7808.76,32881.0,2324.0
3515,378.53,3.39,-17.7,7866.33,32844.0,2462.0
3516,353.37,3.3,21.63,-8192.6,33038.0,3799.0
3517,356.7,3.41,-19.33,8043.05,33359.0,63825.0
3518,323.62,3.32,20.88,-8511.37,33500.0,3886.0
3519,314.16,3.42,-21.68,8113.4,33815.0,63044.0
3520,291.34,3.31,18.89,-8353.09,33942.0,4127.0
3521,285.78,3.41,-22.87,8053.0,34220.0,63457.0
3522,292.86,3.29,17.39,-7682.75,34056.0,2681.0
3523,303.45,3.38,-21.02,7720.62,33872.0,61917.0
3524,316.32,3.27,17.58,-7252.89,33510.0,2476.0
3525,346.66,3.36,-18.68,7683.87,33359.0,61399.0
3526,352.11,3.27,19.74,-7388.09,32998.0,2174.0
3527,379.35,3.37,-17.21,7735.59,32858.0,61717.0
3528,366.39,3.28,21.47,-7822.81,32649.0,2196.0
3529,381.46,3.39,-17.64,7909.55,32820.0,62599.0
3530,363.65,3.3,21.91,-8089.31,32906.0,3730.0
3531,363.97,3.41,-18.54,7876.66,33220.0,63210.0
3532,336.38,3.32,20.84,-8243.17,33299.0,4444.0
3533,329.56,3.42,-20.37,7898.37,33623.0,62958.0
3534,302.36,3.32,19.12,-8238.53,33705.0,3918.0
3535,293.64,3.41,-22.07,7872.94,34046.0,63115.0
3536,286.86,3.3,17.29,-7787.94,34124.0,64112.0
3537,296.05,3.39,-21.65,7798.89,34061.0,61452.0
3538,299.75,3.28,17.35,-7508.44,33721.0,2476.0
3539,329.85,3.37,-20.2,7936.95,33615.0,61043.0
3540,335.49,3.27,19.49,-7622.04,33354.0,2371.0
3541,363.19,3.37,-18.62,7981.16,33245.0,61198.0
3542,360.04,3.27,21.28,-7857.99,32967.0,1943.0
3543,385.54,3.38,-18.01,8155.19,32857.0,62742.0
3544,364.77,3.29,22.77,-8390.67,32709.0,2323.0
3545,373.35,3.4,-19.18,8334.64,32904.0,62310.0
3546,353.16,3.31,22.49,-8546.63,33006.0,4595.0
3547,347.78,3.42,-20.24,8214.08,33292.0,63267.0
3548,319.58,3.32,20.83,-8575.59,33367.0,3901.0
3549,311.03,3.42,-22.05,8196.29,33646.0,63538.0
3550,292.82,3.31,18.93,-8339.98,33712.0,4987.0
3551,290.51,3.41,-22.77,8104.63,33987.0,62892.0
3552,290.55,3.29,17.75,-7876.3,34045.0,64295.0
3553,308.96,3.38,-21.63,8067.13,33978.0,62086.0
3554,315.14,3.27,18.71,-7727.31,33700.0,2532.0
3555,345.98,3.37,-19.93,8156.96,33656.0,61365.0
3556,348.38,3.27,20.86,-7909.71,33387.0,2556.0
3557,374.67,3.37,-18.69,8226.91,33354.0,61236.0
3558,365.26,3.28,22.44,-8228.02,33091.0,2809.0
3559,385.09,3.39,-18.7,8400.04,33072.0,61105.0
3560,363.69,3.3,23.3,-8640.96,32808.0,2167.0
3561,360.78,3.41,-19.9,8349.69,32959.0,62612.0
3562,343.41,3.31,21.85,-8498.02,33134.0,4127.0
3563,331.45,3.42,-20.64,8040.35,33424.0,63460.0
3564,303.55,3.32,19.56,-8391.92,33556.0,4390.0
3565,293.55,3.42,-22.4,7996.27,33846.0,62968.0
3566,281.13,3.31,17.58,-8020.61,33966.0,3683.0
3567,288.19,3.39,-22.52,7986.0,34201.0,63334.0
3568,306.9,3.28,17.41,-7386.46,33972.0,2310.0
3569,321.62,3.37,-19.53,7506.64,33654.0,61163.0
3570,340.72,3.27,18.01,-6929.21,33190.0,2292.0
3571,379.84,3.36,-16.64,7531.44,32919.0,64238.0
3572,370.81,3.28,21.02,-7545.71,32669.0,1983.0
3573,383.99,3.38,-16.71,7599.29,32783.0,63679.0
3574,371.83,3.3,21.29,-7675.58,32897.0,3959.0
3575,384.4,3.41,-17.09,7714.12,33212.0,62720.0
3576,351.05,3.32,21.48,-8210.15,33299.0,3783.0
3577,346.12,3.43,-19.57,7896.85,33609.0,63157.0
3578,315.34,3.33,19.91,-8316.74,33698.0,3950.0
3579,301.34,3.43,-21.67,7837.49,34022.0,63375.0
3580,283.83,3.32,17.52,-7970.86,34118.0,4033.0
3581,283.1,3.41,-22.34,7781.09,34302.0,62568.0
3582,290.33,3.3,16.57,-7413.16,34070.0,2872.0
3583,307.7,3.38,-20.5,7594.83,33952.0,61267.0
3584,320.38,3.28,17.48,-7136.2,33610.0,2813.0
3585,350.45,3.36,-18.21,7562.77,33527.0,60833.0
3586,354.96,3.27,19.61,-7290.39,33189.0,2409.0
3587,382.58,3.37,-16.84,7646.69,33049.0,61796.0
3588,371.66,3.29,21.39,-7696.78,32768.0,2097.0
3589,377.75,3.39,-17.09,7604.81,32876.0,62393.0
3590,365.99,3.31,20.93,-7669.08,33022.0,4053.0
3591,365.28,3.41,-17.41,7445.5,33314.0,62788.0
3592,333.63,3.33,19.81,-7904.29,33423.0,4154.0
3593,325.26,3.43,-19.71,7538.66,33708.0,63168.0
3594,299.35,3.33,17.98,-7859.63,33806.0,4207.0
3595,289.09,3.42,-21.31,7474.43,34091.0,62675.0
3596,283.11,3.31,16.06,-7380.82,34155.0,63592.0
3597,296.6,3.39,-20.85,7489.93,34039.0,61918.0
3598,301.73,3.29,16.6,-7178.79,33729.0,2757.0
3599,333.48,3.37,-19.29,7647.77,33635.0,61686.0
3600,341.75,3.27,18.95,-7289.46,33318.0,2180.0
3601,370.48,3.37,-17.5,7674.51,33220.0,61271.0
3602,366.15,3.28,20.87,-7586.0,32900.0,2443.0
3603,390.23,3.38,-17.06,7858.74,32822.0,932.0
3604,365.16,3.3,22.24,-8189.55,32848.0,3323.0
3605,382.66,3.41,-18.71,8317.1,33112.0,63073.0
