Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
257,48472.26,31.29,10.08,-4444.04,3.0,11.0,0.0,12997.0
258,48586.55,31.34,-12.15,4793.95,3.0,11.0,0.0,13047.0
259,48483.8,31.28,11.82,-4410.55,3.0,24.0,0.0,13097.0
260,48574.94,31.34,-10.23,3846.78,3.0,65532.0,0.0,13148.0
261,48492.58,31.29,9.01,-3443.16,3.0,11.0,0.0,13198.0
262,48575.4,31.33,-8.21,3338.18,3.0,65519.0,0.0,13249.0
263,48478.3,31.29,8.48,-3757.71,3.0,65519.0,0.0,13299.0
264,48597.02,31.33,-10.31,4612.89,3.0,11.0,0.0,13349.0
265,48488.23,31.28,12.76,-4758.89,3.0,10.0,0.0,13400.0
266,48561.65,31.35,-11.04,3527.83,3.0,65533.0,0.0,13451.0
267,48527.65,31.29,6.6,-1798.34,3.0,11.0,0.0,13501.0
268,48534.14,31.32,-2.39,456.93,3.0,65519.0,0.0,13551.0
269,48545.68,31.31,-0.11,351.66,3.0,65533.0,0.0,13601.0
270,48510.0,31.31,1.65,-1179.2,3.0,12.0,0.0,13652.0
271,48574.79,31.32,-4.24,2331.25,3.0,65503.0,0.0,13703.0
272,48479.75,31.3,7.41,-3593.75,3.0,65533.0,0.0,13753.0
273,48599.85,31.34,-10.56,4710.74,3.0,65532.0,0.0,13804.0
274,48465.92,31.28,13.0,-5425.0,3.0,11.0,0.0,13854.0
275,48594.96,31.35,-14.13,5454.49,3.0,10.0,0.0,13904.0
276,48478.6,31.28,13.15,-4944.53,3.0,65533.0,0.0,13955.0
277,48589.61,31.34,-11.58,4554.69,3.0,65533.0,0.0,14005.0
278,48479.21,31.28,11.2,-4502.25,3.0,65533.0,0.0,14056.0
279,48594.42,31.34,-11.31,4650.49,3.0,65519.0,0.0,14106.0
280,48467.37,31.28,11.94,-5053.03,3.0,65533.0,0.0,14156.0
281,48593.28,31.34,-13.33,5256.15,3.0,11.0,0.0,14206.0
282,48495.64,31.28,12.95,-4457.91,3.0,65532.0,0.0,14258.0
283,48564.09,31.34,-9.34,3102.44,3.0,65533.0,0.0,14308.0
284,48511.68,31.3,6.18,-2215.92,3.0,11.0,0.0,14358.0
285,48552.94,31.33,-4.9,1773.73,3.0,65530.0,0.0,14408.0
286,48544.69,31.3,3.96,-808.2,3.0,26.0,0.0,14458.0
287,48502.44,31.32,-0.08,-1117.19,3.0,65532.0,0.0,14510.0
288,48564.55,31.32,-5.66,2545.12,3.0,65533.0,0.0,14560.0
289,48500.3,31.29,7.06,-2736.33,3.0,65533.0,0.0,14610.0
290,48587.7,31.33,-6.62,3210.84,3.0,65521.0,0.0,14660.0
291,48480.36,31.29,9.44,-4210.64,3.0,65533.0,0.0,14711.0
292,48583.57,31.34,-11.62,4436.43,3.0,65533.0,0.0,14761.0
293,48474.48,31.28,10.56,-4358.5,3.0,11.0,0.0,14812.0
294,48592.05,31.34,-11.23,4706.25,3.0,65519.0,0.0,14862.0
295,48487.92,31.28,12.3,-4546.0,3.0,65533.0,0.0,14912.0
296,48581.89,31.34,-10.43,3943.26,3.0,10.0,0.0,14963.0
297,48489.22,31.29,9.29,-3747.17,3.0,65533.0,0.0,15013.0
298,48570.74,31.34,-9.45,3516.8,3.0,65518.0,0.0,15064.0
299,48521.54,31.29,8.14,-2477.05,3.0,65533.0,0.0,15114.0
300,48568.22,31.33,-4.25,1757.71,3.0,65518.0,0.0,15165.0
301,48476.61,31.31,4.54,-3005.27,3.0,65530.0,0.0,15215.0
302,48577.62,31.33,-10.48,4274.8,3.0,65533.0,0.0,15265.0
303,48526.27,31.28,10.89,-2992.48,3.0,8.0,0.0,15315.0
304,48519.17,31.33,-4.07,330.96,3.0,11.0,0.0,15366.0
305,48535.67,31.31,-2.42,912.21,3.0,65533.0,0.0,15417.0
306,48534.98,31.3,2.14,-346.68,3.0,65533.0,0.0,15467.0
307,48533.61,31.31,0.41,-146.29,3.0,65533.0,0.0,15517.0
308,48611.84,31.31,-0.32,2004.59,3.0,11.0,0.0,15567.0
309,48444.53,31.31,9.7,-5874.51,3.0,65533.0,0.0,15619.0
310,48586.02,31.36,-19.67,6798.05,3.0,11.0,0.0,15669.0
311,48532.31,31.26,14.32,-3479.59,3.0,65533.0,0.0,15719.0
312,48546.82,31.33,-3.08,633.3,3.0,65532.0,0.0,15769.0
313,48517.87,31.32,0.09,-681.35,3.0,11.0,0.0,15819.0
314,48560.12,31.32,-3.32,1635.55,3.0,65533.0,0.0,15870.0
315,48504.58,31.3,4.86,-2176.37,3.0,65532.0,0.0,15921.0
316,48589.91,31.33,-6.02,3096.48,3.0,11.0,0.0,15971.0
317,48498.62,31.3,9.46,-3824.8,3.0,65519.0,0.0,16021.0
318,48554.16,31.34,-9.67,2902.73,3.0,65521.0,0.0,16072.0
319,48534.91,31.3,4.85,-1148.54,3.0,65533.0,0.0,16122.0
320,48557.6,31.32,-0.89,632.91,3.0,65533.0,0.0,16173.0
321,48491.66,31.32,2.27,-2028.81,3.0,10.0,0.0,16223.0
322,48609.17,31.33,-7.87,4272.95,3.0,65519.0,0.0,16274.0
323,48461.26,31.29,13.49,-5910.94,3.0,65533.0,0.0,16324.0
324,48604.05,31.35,-16.06,6128.12,3.0,10.0,0.0,16374.0
325,48479.75,31.27,14.58,-5357.32,3.0,11.0,0.0,16424.0
326,48551.56,31.35,-12.21,3658.69,3.0,65519.0,0.0,16476.0
327,48434.14,31.29,6.08,-3771.29,3.0,65532.0,0.0,16526.0
328,48743.4,31.32,-12.77,9852.93,3.0,65532.0,0.0,16576.0
329,48557.06,31.25,36.49,-10804.98,3.0,65533.0,0.0,16626.0
330,48557.06,31.44,-17.53,2384.08,3.0,65519.0,0.0,16676.0
331,48536.28,31.35,-5.61,791.41,3.0,65521.0,0.0,16728.0
332,48585.25,31.32,-1.66,1619.34,3.0,8.0,0.0,16778.0
333,48537.89,31.31,6.44,-2280.27,3.0,8.0,0.0,16828.0
334,48548.35,31.34,-4.96,1009.08,3.0,65519.0,0.0,16878.0
335,48533.0,31.32,0.08,-305.76,3.0,65533.0,0.0,16928.0
336,48563.02,31.32,-1.44,1001.66,3.0,65518.0,0.0,16979.0
337,48491.05,31.31,3.56,-2395.8,3.0,65532.0,0.0,17030.0
338,48613.98,31.33,-8.41,4478.81,3.0,65532.0,0.0,17080.0
339,48493.57,31.29,13.98,-5298.83,3.0,65532.0,0.0,17130.0
340,48508.7,31.36,-12.51,2306.15,3.0,65533.0,0.0,17181.0
341,48547.89,31.29,-0.98,1386.62,3.0,10.0,0.0,17231.0
342,48545.3,31.29,5.95,-1087.6,3.0,12.0,0.0,17282.0
